iter	RMSE
0	0.3684439647
1	0.3469479535
2	0.3293080685
3	0.3098823952
4	0.2961470861
5	0.2819060817
6	0.2677814303
7	0.2558076857
8	0.2447985991
9	0.2346904852
10	0.2257728673
11	0.2173260832
12	0.2094820721
13	0.2015804299
14	0.1955267787
15	0.1895260212
16	0.1840101283
17	0.1798985104
18	0.175525777
19	0.1711780391
20	0.1675785603
21	0.1640038244
22	0.160844366
23	0.158069885
24	0.155291803
25	0.1532705468
26	0.1509880475
27	0.148385571
28	0.1463729123
29	0.1442410764
30	0.1419566452
31	0.1406716845
32	0.1391026314
33	0.1371098952
34	0.1354961023
35	0.1344537341
36	0.1323485192
37	0.1309945663
38	0.1297451651
39	0.1286942679
40	0.1275612714
41	0.1265437175
42	0.125797145
43	0.1250010595
44	0.1243227284
45	0.1234237055
46	0.1225190269
47	0.1213269463
48	0.1208189465
49	0.1201507889
50	0.1191526182
51	0.1186317694
52	0.1179922342
53	0.1173012476
54	0.1163801371
55	0.1156215527
56	0.1146646068
57	0.1141899626
58	0.1133342241
59	0.1126919844
60	0.1122262607
61	0.111728039
62	0.1111700607
63	0.1105564861
64	0.1100410426
65	0.1094201875
66	0.1090133033
67	0.1085271594
68	0.1079144754
69	0.1073218535
70	0.1067603432
71	0.1063246998
72	0.1057946779
73	0.105440341
74	0.1049917886
75	0.1043545268
76	0.1039253675
77	0.1034484706
78	0.1030583432
79	0.1027210802
80	0.102392066
81	0.1020274187
82	0.101738319
83	0.1012046267
84	0.1008718523
85	0.1005963041
86	0.1002468598
87	0.09989010628
88	0.09937065953
89	0.0990978334
90	0.09860852938
91	0.09823477298
92	0.09780430796
93	0.09735922756
94	0.09706366999
95	0.09675105811
96	0.09627989472
97	0.09598906397
98	0.09561760446
99	0.09523668074
100	0.09488314853
101	0.09446403257
102	0.09407476973
103	0.09361198788
104	0.0930956338
105	0.09274932892
106	0.09245965655
107	0.09220080814
108	0.09163701246
109	0.09134868328
110	0.09098237589
111	0.09060366677
112	0.09018013641
113	0.08989301863
114	0.08970644995
115	0.08924699308
116	0.08897514625
117	0.0887077627
118	0.0883794956
119	0.08805619706
120	0.08774343724
121	0.08735347797
122	0.08691567737
123	0.08644717424
124	0.08609859606
125	0.08579111148
126	0.08545012589
127	0.08517742641
128	0.08487247502
129	0.0845877051
130	0.08433738654
131	0.08410554428
132	0.08393247518
133	0.08360466457
134	0.08334273799
135	0.083181097
136	0.08301949172
137	0.08274489553
138	0.08254380357
139	0.08238711251
140	0.08213619498
141	0.08188670848
142	0.08166430733
143	0.08127875465
144	0.08107259491
145	0.08073671511
146	0.08040829782
147	0.08018392723
148	0.08003010926
149	0.07973420336
150	0.07948725829
151	0.07918827754
152	0.07899559058
153	0.07880001617
154	0.07857659389
155	0.07845367281
156	0.07818774378
157	0.07808636375
158	0.07796500105
159	0.07775486109
160	0.07747998484
161	0.07729442084
162	0.07721411752
163	0.07701829789
164	0.07678130057
165	0.07669412304
166	0.07650417382
167	0.07620773731
168	0.07598790692
169	0.07579572989
170	0.07574720704
171	0.07546315482
172	0.07527774512
173	0.07508955181
174	0.0748330132
175	0.07471566076
176	0.07440694997
177	0.07433011649
178	0.07410208723
179	0.07389746906
180	0.0737174873
181	0.07355188
182	0.07331338156
183	0.07319881562
184	0.07302031406
185	0.07284255769
186	0.07262020767
187	0.07241970006
188	0.07217660905
189	0.07201644794
190	0.0718612218
191	0.07172347405
192	0.07148697539
193	0.0713167003
194	0.07113190915
195	0.07088819546
196	0.07072507514
197	0.07052375616
198	0.07027666877
199	0.07000280922
200	0.06993706495
201	0.06974935437
202	0.06970700021
203	0.06958157181
204	0.069402385
205	0.06929569929
206	0.06915503804
207	0.06900721843
208	0.06872695231
209	0.06860423516
210	0.06839653841
211	0.06831563067
212	0.06812794787
213	0.06792635491
214	0.06772101943
215	0.06749575843
216	0.0673494104
217	0.06723222676
218	0.06708286593
219	0.06690751708
220	0.06687919969
221	0.06676317077
222	0.06672746493
223	0.06656799258
224	0.06642904897
225	0.06625876919
226	0.06607308313
227	0.06600264982
228	0.06585878829
229	0.06568978468
230	0.06549135543
231	0.06531311356
232	0.06519140966
233	0.0650483593
234	0.06488441434
235	0.06472174237
236	0.06461104398
237	0.06444276998
238	0.06424905909
239	0.06410402596
240	0.0640232548
241	0.06391845851
242	0.06378778222
243	0.06365422987
244	0.06358710441
245	0.06341654026
246	0.06334413436
247	0.06323617711
248	0.06313307124
249	0.06303921897
250	0.06295733895
251	0.06283230861
252	0.06268268769
253	0.06253020571
254	0.06239705368
255	0.06217573462
256	0.06200780324
257	0.06192443544
258	0.06179202573
259	0.06175663808
260	0.06160386094
261	0.06148712346
262	0.06133789608
263	0.06113559672
264	0.06111601766
265	0.06102466381
266	0.06090805979
267	0.06082563832
268	0.06079576239
269	0.06063899153
270	0.06047769323
271	0.06026021629
272	0.06017737336
273	0.0600450736
274	0.05993807731
275	0.05981982586
276	0.0596796228
277	0.05962575649
278	0.0595627188
279	0.05945027243
280	0.05929265731
281	0.05916185044
282	0.05905277271
283	0.05892879958
284	0.05879221446
285	0.05864769755
286	0.05854012117
287	0.05840266793
288	0.05820028701
289	0.05807521686
290	0.05796306601
291	0.05783860034
292	0.05768318491
293	0.0575680499
294	0.05743456035
295	0.05734679823
296	0.05725253637
297	0.05712933482
298	0.056986488
299	0.05685205673
300	0.05672320777
301	0.05658909772
302	0.05644752421
303	0.05636097256
304	0.05622321062
305	0.05610006796
306	0.05600235952
307	0.05588869852
308	0.05579691195
309	0.05567335167
310	0.05556195399
311	0.05544905336
312	0.05534745892
313	0.05523379521
314	0.05512019348
315	0.05509254554
316	0.05501262175
317	0.05491973045
318	0.05478265559
319	0.05465978464
320	0.05459680392
321	0.05449779294
322	0.05439875966
323	0.0542955072
324	0.05419933673
325	0.05406552526
326	0.05398875055
327	0.05392178614
328	0.0538374098
329	0.05375463742
330	0.05364559084
331	0.05353728997
332	0.05338488244
333	0.05333892128
334	0.05321244375
335	0.05311221234
336	0.05299569221
337	0.05293816907
338	0.0529013385
339	0.05284177221
340	0.05272126312
341	0.05262487866
342	0.05247883756
343	0.05237926149
344	0.05228026741
345	0.05211416472
346	0.05200146885
347	0.05190526629
348	0.05181766877
349	0.05174107875
350	0.05163505816
351	0.0515347518
352	0.05144822193
353	0.05138660444
354	0.05128050294
355	0.0512540844
356	0.05114106801
357	0.05104405522
358	0.0509441738
359	0.05084509146
360	0.05077721131
361	0.05068005005
362	0.05064964173
363	0.05053042249
364	0.05040382509
365	0.0503275676
366	0.0502370114
367	0.05019198739
368	0.05010190812
369	0.05001268735
370	0.04989632818
371	0.04984771673
372	0.04981536263
373	0.04974537482
374	0.04966587128
375	0.04955184536
376	0.04946840059
377	0.04937479297
378	0.04926619104
379	0.04919831826
380	0.04912480841
381	0.04905196132
382	0.04896503674
383	0.04881522665
384	0.04872541504
385	0.04863610147
386	0.04850688977
387	0.04839394276
388	0.0483180258
389	0.04817417055
390	0.04806457667
391	0.04795342753
392	0.04787702678
393	0.04778292467
394	0.04773974992
395	0.04757879622
396	0.04749748261
397	0.0474481297
398	0.04737467915
399	0.04722962556
400	0.04715972796
401	0.04708353128
402	0.04705567948
403	0.0470272089
404	0.04692815039
405	0.04685528066
406	0.04677075707
407	0.04671052812
408	0.04663065193
409	0.04660525365
410	0.04653068638
411	0.04645903356
412	0.04636577278
413	0.04628988011
414	0.04624728903
415	0.04619492834
416	0.04614576466
417	0.04607484146
418	0.04593281286
419	0.04582615771
420	0.04571204303
421	0.04566892423
422	0.04560864942
423	0.04555603243
424	0.04550859799
425	0.04538807708
426	0.0453075708
427	0.04526080968
428	0.04518662219
429	0.0451244668
430	0.04502765113
431	0.04497206539
432	0.04490668974
433	0.04489609886
434	0.04483079595
435	0.04472988122
436	0.04466926036
437	0.0445916575
438	0.0444742516
439	0.04439873788
440	0.04434858323
441	0.04422863588
442	0.04411147994
443	0.04399649914
444	0.04391485018
445	0.04386359861
446	0.04380519808
447	0.04373558786
448	0.04367719876
449	0.04363112463
450	0.04352475916
451	0.04347779802
452	0.04339090849
453	0.04333295435
454	0.04324086656
455	0.04317952508
456	0.04314417046
457	0.0430946276
458	0.04300487201
459	0.04294271891
460	0.04292071876
461	0.04286512637
462	0.04276422469
463	0.04269216931
464	0.04257650979
465	0.04253605811
466	0.04246503364
467	0.04245360066
468	0.04241948218
469	0.04235676221
470	0.04232529403
471	0.04222319944
472	0.04217724796
473	0.0421439194
474	0.04209352317
475	0.04203623438
476	0.04199857048
477	0.04196547447
478	0.0418864138
479	0.04180430679
480	0.0416719867
481	0.04161298343
482	0.04156551578
483	0.04151429778
484	0.0414590852
485	0.04144439373
486	0.04143399815
487	0.04135586374
488	0.041265553
489	0.04116308768
490	0.04108296665
491	0.04106198524
492	0.04102457484
493	0.04100084952
494	0.04093029629
495	0.04088824947
496	0.04079803508
497	0.04069330424
498	0.04065027553
499	0.04060413194
